id_oferta,fecha_publicacion,ciudad,rol,skills,salario_mensual_mxn,exp_requerida,modalidad
2462,2024-01-02,CDMX,Frontend,"Docker, JavaScript",28021,3,híbrido
2463,2024-04-14,CDMX,DevOps,"Python, AWS",41418,2,remoto
2464,2024-03-18,CDMX,Backend,"Java, Docker, Python",55325,3,híbrido
2465,2024-01-23,MTY,ML Engineer,"Python, SQL",34626,4,remoto
2466,2024-01-17,GDL,Data Analyst,"SQL, Tableau, Python",35740,2,híbrido
2467,2024-03-05,CDMX,Data Engineer,"Python, AWS, Airflow, SQL",53098,1,presencial
2468,2024-05-17,Puebla,ML Engineer,"AWS, Pandas, SQL",74543,3,híbrido
2469,2024-04-20,MTY,ML Engineer,"Python, AWS, SQL, Pandas",46283,4,híbrido
2470,2024-03-02,Querétaro,Data Analyst,"Power BI, Tableau",29088,1,presencial
2471,2024-06-20,MTY,Data Analyst,"SQL, Tableau, Python",31901,2,presencial
2472,2024-02-08,GDL,ML Engineer,"Python, SQL, Pandas, AWS",50036,3,remoto
2473,2024-06-24,GDL,Frontend,"Docker, JavaScript",38486,4,híbrido
2474,2024-01-02,Puebla,Data Engineer,"AWS, Airflow",63736,1,híbrido
2475,2024-05-14,MTY,Frontend,"JavaScript, Docker",38270,2,remoto
2476,2024-01-07,GDL,DevOps,"Python, Docker, AWS",49241,5,híbrido
2477,2024-02-13,Puebla,Data Analyst,"Tableau, Power BI, Python",33626,4,remoto
2478,2024-02-23,GDL,Frontend,"Docker, JavaScript",55341,1,híbrido
2479,2024-01-08,CDMX,Frontend,"Docker, JavaScript",44869,3,híbrido
2480,2024-01-26,CDMX,Data Engineer,"Python, AWS, SQL, Airflow",63193,3,híbrido
2481,2024-03-14,GDL,Data Analyst,"SQL, Power BI",36526,1,híbrido
2482,2024-01-09,MTY,Frontend,"Docker, JavaScript",41750,2,presencial
2483,2024-05-15,CDMX,Data Analyst,"Power BI, SQL",33660,1,remoto
2484,2024-02-04,MTY,ML Engineer,"AWS, Pandas, Python, SQL",67935,3,presencial
2485,2024-06-27,MTY,DevOps,"Python, Docker, AWS",44765,3,remoto
2486,2024-05-10,Puebla,Backend,"Java, Python, AWS",45304,2,híbrido
2487,2024-01-19,CDMX,Backend,"Python, Docker, AWS",43448,4,híbrido
2488,2024-02-23,MTY,Data Analyst,"Tableau, Power BI, SQL, Python",23679,2,presencial
2489,2024-03-09,CDMX,Frontend,"JavaScript, Docker",28935,2,presencial
2490,2024-03-02,CDMX,DevOps,"Docker, AWS",56505,2,remoto
2491,2024-06-21,CDMX,ML Engineer,"AWS, SQL",46060,4,remoto
2492,2024-03-25,CDMX,Frontend,"Docker, JavaScript",43858,5,remoto
2493,2024-04-08,CDMX,ML Engineer,"AWS, Pandas",46023,1,remoto
2494,2024-05-23,MTY,ML Engineer,"Python, AWS",71790,4,remoto
2495,2024-06-22,MTY,Frontend,"Docker, JavaScript",26746,2,híbrido
2496,2024-04-16,CDMX,Backend,"Java, Docker, Python",29432,5,presencial
2497,2024-04-01,CDMX,ML Engineer,"SQL, Pandas, AWS, Python",56404,3,híbrido
2498,2024-06-25,Puebla,Frontend,"JavaScript, Docker",49031,1,presencial
2499,2024-01-15,CDMX,Backend,"Java, AWS, Python",50221,2,híbrido
2500,2024-05-19,GDL,Frontend,"Docker, JavaScript",32908,4,presencial
2501,2024-03-01,GDL,Backend,"Java, AWS, Docker",60819,4,presencial
2502,2024-01-08,GDL,ML Engineer,"Python, Pandas",36803,4,remoto
2503,2024-06-13,GDL,Backend,"Java, AWS, Python",48594,2,híbrido
2504,2024-04-23,CDMX,Data Analyst,"Power BI, Python",27505,1,híbrido
2505,2024-06-02,Querétaro,Frontend,"JavaScript, Docker",53096,4,híbrido
2506,2024-06-02,Querétaro,Data Engineer,"SQL, Airflow, Python, AWS",44331,2,híbrido
2507,2024-04-27,Puebla,ML Engineer,"Python, Pandas, SQL",48717,3,remoto
2508,2024-02-04,CDMX,Data Analyst,"Python, Tableau",39171,2,híbrido
2509,2024-03-20,CDMX,DevOps,"AWS, Python, Docker",40830,2,presencial
2510,2024-04-10,Puebla,ML Engineer,"Pandas, AWS, SQL",51253,4,híbrido
2511,2024-01-25,Querétaro,ML Engineer,"SQL, Pandas",41697,5,remoto
2512,2024-01-10,CDMX,DevOps,"Docker, Python",46074,2,remoto
2513,2024-03-13,CDMX,Data Engineer,"Python, SQL",51466,4,remoto
2514,2024-05-22,CDMX,Frontend,"Docker, JavaScript",36023,4,híbrido
2515,2024-06-02,CDMX,Data Engineer,"Airflow, AWS",33537,2,híbrido
2516,2024-06-14,MTY,Backend,"AWS, Python, Java, Docker",45427,4,híbrido
2517,2024-05-22,MTY,ML Engineer,"AWS, Pandas, Python, SQL",43129,3,híbrido
2518,2024-01-17,Puebla,Backend,"Python, AWS, Java",40810,3,híbrido
2519,2024-02-13,CDMX,Frontend,"Docker, JavaScript",38706,1,presencial
2520,2024-06-12,Puebla,Data Analyst,"Python, Power BI, SQL",33747,2,híbrido
2521,2024-05-12,Puebla,Data Engineer,"Python, AWS",64081,5,híbrido
2522,2024-04-25,MTY,Data Engineer,"AWS, SQL",55529,1,remoto
2523,2024-04-02,CDMX,Data Engineer,"Airflow, Python, SQL",48188,1,híbrido
2524,2024-02-22,CDMX,Backend,"Python, Docker, Java",42679,2,híbrido
2525,2024-06-19,GDL,DevOps,"Python, Docker",56707,2,remoto
2526,2024-01-23,Puebla,Data Analyst,"Tableau, SQL",49226,3,remoto
2527,2024-05-07,CDMX,Frontend,"Docker, JavaScript",18965,3,remoto
2528,2024-02-07,Puebla,Data Analyst,"Tableau, SQL",15000,1,híbrido
2529,2024-06-10,MTY,Frontend,"JavaScript, Docker",33575,2,remoto
2530,2024-03-06,GDL,Frontend,"JavaScript, Docker",33933,4,remoto
2531,2024-02-06,CDMX,DevOps,"AWS, Docker, Python",59734,1,remoto
2532,2024-01-08,CDMX,DevOps,"AWS, Python, Docker",59490,2,presencial
2533,2024-02-16,CDMX,Frontend,"Docker, JavaScript",46727,1,remoto
2534,2024-02-25,CDMX,Data Engineer,"SQL, Python, Airflow, AWS",45162,4,remoto
2535,2024-06-15,CDMX,Data Analyst,"Python, SQL",42396,1,remoto
2536,2024-06-25,GDL,Frontend,"Docker, JavaScript",27274,1,remoto
2537,2024-01-11,MTY,DevOps,"AWS, Python, Docker",52075,2,híbrido
2538,2024-05-27,CDMX,Data Analyst,"Tableau, Python, SQL",24340,1,híbrido
2539,2024-05-05,CDMX,Data Analyst,"Python, Power BI",53399,1,remoto
2540,2024-05-24,GDL,ML Engineer,"SQL, Python, AWS, Pandas",61064,1,remoto
2541,2024-05-16,CDMX,Frontend,"JavaScript, Docker",25288,1,remoto
2542,2024-04-07,Puebla,ML Engineer,"Python, AWS, Pandas, SQL",57637,2,remoto
2543,2024-06-24,GDL,Data Analyst,"SQL, Python",57390,1,híbrido
2544,2024-04-03,MTY,ML Engineer,"Python, Pandas, SQL",74132,4,híbrido
2545,2024-03-19,CDMX,Data Engineer,"SQL, Python",45276,1,remoto
2546,2024-02-04,MTY,Data Engineer,"Python, Airflow",70522,1,presencial
2547,2024-03-25,CDMX,Data Engineer,"AWS, SQL",44928,3,híbrido
2548,2024-01-09,CDMX,Frontend,"JavaScript, Docker",50085,2,remoto
2549,2024-04-27,CDMX,Data Engineer,"Python, Airflow, SQL, AWS",50391,5,remoto
2550,2024-01-24,CDMX,Data Engineer,"AWS, Python, SQL",53912,4,remoto
2551,2024-04-18,CDMX,Data Engineer,"Airflow, Python",55793,2,presencial
2552,2024-05-25,CDMX,Data Engineer,"Python, AWS",43413,2,híbrido
2553,2024-06-20,CDMX,Data Engineer,"Airflow, SQL, Python, AWS",62332,3,remoto
2554,2024-03-19,CDMX,Data Analyst,"Python, Power BI",33551,1,remoto
2555,2024-01-01,CDMX,Frontend,"JavaScript, Docker",30702,3,remoto
2556,2024-06-04,CDMX,Data Analyst,"Tableau, SQL",41866,2,remoto
2557,2024-05-04,GDL,Frontend,"JavaScript, Docker",46806,1,híbrido
2558,2024-01-01,Puebla,Data Analyst,"Python, Power BI, SQL",40714,1,presencial
2559,2024-05-19,CDMX,Backend,"AWS, Docker",42601,3,presencial
2560,2024-05-16,MTY,Data Analyst,"Tableau, SQL",40907,2,híbrido
2561,2024-01-06,MTY,DevOps,"Docker, AWS, Python",44032,1,híbrido
2562,2024-05-11,CDMX,Backend,"Java, Python, AWS, Docker",44670,3,presencial
2563,2024-04-16,CDMX,Backend,"AWS, Docker, Python, Java",48480,2,híbrido
2564,2024-02-22,CDMX,Data Engineer,"Python, Airflow",42704,1,remoto
2565,2024-02-20,CDMX,Backend,"AWS, Python, Docker",45913,2,remoto
2566,2024-03-19,CDMX,DevOps,"Docker, AWS",53577,3,híbrido
2567,2024-03-06,Puebla,ML Engineer,"Pandas, Python",75926,3,híbrido
2568,2024-01-24,GDL,Data Analyst,"Python, Tableau, Power BI",47933,3,remoto
2569,2024-06-24,CDMX,Backend,"Docker, Python, Java",45822,1,híbrido
2570,2024-01-07,Puebla,Backend,"AWS, Python, Docker, Java",38340,3,presencial
2571,2024-02-01,MTY,Frontend,"JavaScript, Docker",40827,2,remoto
2572,2024-01-27,CDMX,DevOps,"Python, Docker, AWS",45475,1,híbrido
2573,2024-06-13,CDMX,Backend,"Docker, Java",61492,1,híbrido
2574,2024-03-23,Querétaro,DevOps,"Docker, AWS, Python",39590,1,híbrido
2575,2024-02-09,GDL,ML Engineer,"AWS, SQL",55496,4,presencial
2576,2024-03-26,MTY,DevOps,"Python, AWS",58700,2,híbrido
2577,2024-06-09,GDL,Frontend,"Docker, JavaScript",46156,3,remoto
2578,2024-01-14,GDL,Frontend,"JavaScript, Docker",31318,2,presencial
2579,2024-05-26,GDL,ML Engineer,"SQL, AWS",42247,4,híbrido
2580,2024-04-25,CDMX,Data Engineer,"Airflow, AWS, SQL",58006,2,remoto
2581,2024-01-21,CDMX,Data Engineer,"Airflow, SQL, Python, AWS",39456,1,remoto
2582,2024-04-18,MTY,Data Engineer,"SQL, Python, Airflow, AWS",53847,2,híbrido
2583,2024-06-13,GDL,Data Analyst,"SQL, Power BI",39429,2,remoto
2584,2024-04-16,MTY,DevOps,"Python, AWS, Docker",39129,3,presencial
2585,2024-05-02,MTY,DevOps,"Docker, Python, AWS",69915,2,híbrido
2586,2024-04-22,CDMX,Data Engineer,"AWS, Airflow, SQL",51038,2,híbrido
2587,2024-06-01,MTY,ML Engineer,"AWS, SQL, Python, Pandas",40851,1,híbrido
2588,2024-02-22,Querétaro,Data Analyst,"Power BI, Python",17269,3,remoto
2589,2024-06-03,CDMX,Backend,"Docker, AWS",45935,5,remoto
2590,2024-03-27,GDL,DevOps,"Docker, Python",58439,1,híbrido
2591,2024-04-06,GDL,Data Engineer,"Python, Airflow, SQL, AWS",47508,5,híbrido
2592,2024-03-21,MTY,DevOps,"AWS, Docker, Python",65560,2,presencial
2593,2024-05-10,GDL,Frontend,"JavaScript, Docker",40055,3,remoto
2594,2024-04-15,GDL,ML Engineer,"AWS, SQL, Pandas, Python",78051,2,remoto
2595,2024-03-10,GDL,Data Analyst,"SQL, Power BI",39060,5,híbrido
2596,2024-03-17,Querétaro,DevOps,"AWS, Python",59709,4,híbrido
2597,2024-05-06,CDMX,Data Engineer,"Airflow, AWS",46157,2,híbrido
2598,2024-02-08,CDMX,Data Analyst,"SQL, Tableau",18586,1,híbrido
2599,2024-02-08,Puebla,Data Analyst,"Power BI, SQL, Python, Tableau",39251,2,presencial
2600,2024-04-18,Querétaro,Backend,"Docker, AWS",80454,1,presencial
2601,2024-06-10,Puebla,Data Engineer,"Airflow, SQL",44587,2,remoto
2602,2024-06-15,CDMX,Frontend,"Docker, JavaScript",34914,2,remoto
2603,2024-05-25,Querétaro,Backend,"Docker, Java, Python, AWS",36348,3,remoto
2604,2024-05-17,Querétaro,Backend,"Docker, Java, AWS",40405,4,presencial
2605,2024-02-25,GDL,Data Analyst,"Power BI, SQL, Python",48764,1,presencial
2606,2024-04-12,MTY,Backend,"Python, AWS",39807,1,híbrido
2607,2024-01-03,GDL,Data Engineer,"AWS, Python, SQL, Airflow",43373,3,remoto
2608,2024-04-04,CDMX,DevOps,"AWS, Docker, Python",49425,4,híbrido
2609,2024-05-23,CDMX,Data Analyst,"Python, Tableau, SQL, Power BI",29075,5,presencial
2610,2024-02-11,MTY,Backend,"Java, AWS",32472,2,presencial
2611,2024-06-23,CDMX,Data Engineer,"SQL, AWS, Python, Airflow",48329,1,remoto
2612,2024-01-16,MTY,Data Engineer,"Airflow, AWS, SQL, Python",44272,2,remoto
2613,2024-01-20,CDMX,Backend,"AWS, Docker",42706,2,remoto
2614,2024-06-14,MTY,Data Engineer,"Python, Airflow",46460,2,remoto
2615,2024-04-05,Querétaro,Data Analyst,"Power BI, Tableau, SQL, Python",47213,2,híbrido
2616,2024-06-12,CDMX,Backend,"Java, Docker, Python",43672,2,presencial
2617,2024-04-19,MTY,DevOps,"Python, Docker",46307,2,remoto
2618,2024-03-22,CDMX,Data Engineer,"Python, SQL, Airflow, AWS",48783,1,híbrido
2619,2024-05-14,Querétaro,Backend,"Docker, Java, Python, AWS",42133,2,presencial
2620,2024-02-02,GDL,DevOps,"AWS, Python",71734,2,remoto
2621,2024-04-25,CDMX,Frontend,"JavaScript, Docker",33338,2,remoto
2622,2024-02-03,MTY,Frontend,"Docker, JavaScript",25802,5,híbrido
2623,2024-01-21,CDMX,DevOps,"Python, AWS",54678,1,presencial
2624,2024-04-12,CDMX,Backend,"Java, Python",52020,2,híbrido
2625,2024-03-09,GDL,Data Analyst,"SQL, Python",56207,3,remoto
2626,2024-02-03,CDMX,ML Engineer,"SQL, AWS, Python",60833,2,remoto
2627,2024-06-12,CDMX,Frontend,"JavaScript, Docker",38097,2,presencial
2628,2024-03-22,Puebla,ML Engineer,"SQL, Pandas, Python, AWS",47519,1,híbrido
2629,2024-04-09,CDMX,Backend,"Python, Docker, Java, AWS",47746,1,híbrido
2630,2024-03-20,CDMX,Frontend,"Docker, JavaScript",45250,5,híbrido
2631,2024-03-16,MTY,Frontend,"Docker, JavaScript",38411,4,presencial
2632,2024-03-21,CDMX,Data Analyst,"SQL, Tableau, Power BI, Python",38247,3,híbrido
2633,2024-02-15,Querétaro,Frontend,"Docker, JavaScript",36294,1,híbrido
2634,2024-03-09,GDL,Backend,"Java, Python, Docker, AWS",48540,2,presencial
2635,2024-04-27,MTY,ML Engineer,"SQL, Pandas, Python",45265,3,híbrido
2636,2024-04-20,CDMX,Data Analyst,"Power BI, Tableau, Python",44322,1,remoto
2637,2024-01-08,CDMX,Data Engineer,"Airflow, SQL",50706,2,presencial
2638,2024-02-26,CDMX,Data Engineer,"Python, SQL",44625,2,remoto
2639,2024-04-09,CDMX,Data Analyst,"Power BI, Python, Tableau",28373,1,presencial
2640,2024-03-06,MTY,Data Analyst,"SQL, Power BI, Tableau",39041,4,híbrido
2641,2024-06-15,MTY,ML Engineer,"SQL, AWS, Python, Pandas",55477,1,presencial
2642,2024-05-25,Puebla,Frontend,"Docker, JavaScript",45951,3,remoto
2643,2024-04-19,Puebla,Frontend,"JavaScript, Docker",42992,3,presencial
2644,2024-06-21,MTY,Backend,"Docker, Java",54725,4,presencial
2645,2024-05-21,CDMX,ML Engineer,"AWS, Pandas, Python",47386,4,presencial
2646,2024-06-19,CDMX,Backend,"Python, Java",40858,2,remoto
2647,2024-01-18,Puebla,Frontend,"Docker, JavaScript",44309,1,híbrido
2648,2024-05-03,GDL,Data Analyst,"Tableau, SQL, Power BI",30534,3,remoto
2649,2024-06-19,MTY,Data Engineer,"AWS, Airflow, SQL",52224,2,presencial
2650,2024-02-21,MTY,Data Analyst,"Tableau, Power BI, SQL, Python",32837,2,híbrido
2651,2024-02-20,GDL,ML Engineer,"SQL, Pandas",55669,1,remoto
2652,2024-01-10,CDMX,Backend,"AWS, Python, Docker, Java",51165,2,híbrido
2653,2024-05-10,MTY,Frontend,"JavaScript, Docker",17300,5,híbrido
2654,2024-04-03,Querétaro,DevOps,"Docker, Python, AWS",44064,1,híbrido
2655,2024-01-06,MTY,Frontend,"Docker, JavaScript",38967,2,presencial
2656,2024-02-09,GDL,Data Analyst,"SQL, Tableau",49580,2,híbrido
2657,2024-06-05,MTY,Data Analyst,"SQL, Python, Tableau, Power BI",30527,1,híbrido
2658,2024-06-11,GDL,Backend,"Docker, Java, AWS",36846,1,híbrido
2659,2024-01-12,GDL,Data Analyst,"Python, Tableau",27056,1,presencial
2660,2024-02-24,MTY,Frontend,"JavaScript, Docker",50562,2,remoto
2661,2024-03-03,MTY,Frontend,"Docker, JavaScript",34268,4,presencial
2662,2024-06-24,Querétaro,ML Engineer,"Python, Pandas",65877,2,híbrido
2663,2024-06-22,MTY,Data Engineer,"Airflow, AWS, SQL, Python",38852,1,remoto
2664,2024-01-16,CDMX,Data Engineer,"AWS, Airflow, Python",35271,2,remoto
2665,2024-02-10,CDMX,ML Engineer,"Python, AWS",51217,5,híbrido
2666,2024-04-26,CDMX,Backend,"AWS, Python, Java, Docker",65559,2,híbrido
2667,2024-04-03,MTY,ML Engineer,"AWS, Pandas, Python, SQL",55319,1,híbrido
2668,2024-05-22,GDL,Frontend,"Docker, JavaScript",27401,1,presencial
2669,2024-01-16,GDL,Frontend,"JavaScript, Docker",57137,1,híbrido
2670,2024-03-23,MTY,Data Engineer,"Airflow, AWS",44380,1,presencial
2671,2024-02-06,MTY,Data Engineer,"Airflow, AWS, Python",52242,1,remoto
2672,2024-04-02,GDL,Data Engineer,"Python, Airflow, SQL",50379,1,híbrido
2673,2024-02-16,GDL,ML Engineer,"Pandas, AWS, SQL",59187,1,híbrido
2674,2024-04-19,MTY,Frontend,"JavaScript, Docker",33654,3,remoto
2675,2024-01-05,CDMX,Data Analyst,"SQL, Tableau, Power BI",43026,1,híbrido
2676,2024-03-22,GDL,Backend,"Python, Java, AWS",44966,5,remoto
2677,2024-06-17,MTY,DevOps,"Docker, AWS",48041,1,presencial
2678,2024-02-16,MTY,Data Analyst,"Power BI, Python, Tableau",41608,1,remoto
2679,2024-06-20,MTY,Backend,"AWS, Docker, Java",46829,3,presencial
2680,2024-01-13,CDMX,Frontend,"Docker, JavaScript",40152,3,remoto
2681,2024-03-11,CDMX,ML Engineer,"AWS, SQL, Pandas, Python",71629,5,presencial
2682,2024-06-13,CDMX,Data Engineer,"AWS, SQL, Airflow",57127,2,híbrido
2683,2024-01-09,GDL,Data Analyst,"SQL, Power BI, Tableau",29893,3,presencial
2684,2024-03-16,GDL,ML Engineer,"Pandas, SQL",62130,5,híbrido
2685,2024-06-23,CDMX,Data Engineer,"SQL, AWS",46359,1,remoto
2686,2024-03-24,CDMX,Data Engineer,"Python, SQL, AWS",34659,2,remoto
2687,2024-04-13,MTY,ML Engineer,"Pandas, AWS, Python, SQL",54948,2,híbrido
2688,2024-06-15,CDMX,ML Engineer,"Pandas, Python",55281,1,híbrido
2689,2024-05-06,GDL,Data Engineer,"Airflow, Python, SQL",41666,2,presencial
2690,2024-01-08,GDL,DevOps,"Python, Docker, AWS",30414,1,híbrido
2691,2024-03-18,GDL,ML Engineer,"Pandas, Python, AWS, SQL",44182,2,presencial
2692,2024-02-07,MTY,Frontend,"Docker, JavaScript",41581,2,híbrido
2693,2024-03-18,CDMX,Backend,"Java, Python, Docker, AWS",47058,5,remoto
2694,2024-02-25,GDL,ML Engineer,"SQL, Python, AWS, Pandas",58847,1,híbrido
2695,2024-01-12,MTY,Data Analyst,"Python, SQL, Tableau, Power BI",33317,3,presencial
2696,2024-04-13,CDMX,ML Engineer,"Pandas, Python, AWS",58183,5,híbrido
2697,2024-01-12,GDL,Frontend,"JavaScript, Docker",43329,1,híbrido
2698,2024-02-15,MTY,Frontend,"Docker, JavaScript",59787,2,híbrido
2699,2024-01-03,MTY,Frontend,"JavaScript, Docker",38530,1,presencial
2700,2024-02-08,Puebla,ML Engineer,"SQL, Pandas, AWS",65015,1,remoto
2701,2024-04-15,CDMX,ML Engineer,"SQL, Python, AWS",43772,4,remoto
2702,2024-06-20,CDMX,Data Engineer,"Airflow, AWS, Python, SQL",50864,2,remoto
2703,2024-05-26,MTY,Frontend,"Docker, JavaScript",26769,2,híbrido
2704,2024-01-11,CDMX,Frontend,"JavaScript, Docker",33435,2,presencial
2705,2024-04-27,CDMX,DevOps,"AWS, Docker",60395,3,remoto
2706,2024-03-25,GDL,ML Engineer,"SQL, Python, Pandas, AWS",53072,2,híbrido
2707,2024-03-15,MTY,Data Analyst,"Power BI, SQL, Tableau",16214,2,presencial
2708,2024-03-22,GDL,Data Analyst,"Tableau, SQL, Power BI, Python",54665,3,presencial
2709,2024-01-03,CDMX,Backend,"Docker, Python, Java",30804,5,remoto
2710,2024-05-03,CDMX,Backend,"AWS, Python, Java, Docker",42750,2,presencial
2711,2024-01-15,CDMX,Data Engineer,"SQL, AWS",47470,5,híbrido
2712,2024-02-04,MTY,Backend,"Python, Java",41218,2,híbrido
2713,2024-01-12,GDL,Backend,"AWS, Python, Docker",33759,4,híbrido
2714,2024-02-14,CDMX,Data Analyst,"SQL, Tableau, Power BI, Python",46910,3,híbrido
2715,2024-05-05,CDMX,DevOps,"Docker, AWS",54437,1,remoto
2716,2024-01-06,MTY,ML Engineer,"SQL, AWS, Pandas, Python",64670,2,presencial
2717,2024-02-20,CDMX,Backend,"Python, Docker, AWS, Java",42543,2,remoto
2718,2024-04-15,CDMX,DevOps,"Docker, AWS",46299,1,remoto
2719,2024-03-08,CDMX,ML Engineer,"SQL, Pandas, AWS",56978,2,híbrido
2720,2024-02-14,MTY,DevOps,"Python, Docker, AWS",37832,1,híbrido
2721,2024-05-16,CDMX,ML Engineer,"AWS, Pandas",44987,1,remoto
2722,2024-03-16,CDMX,Backend,"Docker, Python, Java, AWS",36965,2,remoto
2723,2024-03-08,Puebla,Data Analyst,"Python, Power BI",33733,1,híbrido
2724,2024-06-05,Querétaro,Frontend,"Docker, JavaScript",57721,2,presencial
2725,2024-05-22,CDMX,Data Analyst,"SQL, Power BI, Python, Tableau",38388,3,híbrido
2726,2024-04-22,GDL,Data Analyst,"Power BI, Python, SQL",31088,2,remoto
2727,2024-03-15,Querétaro,ML Engineer,"SQL, AWS, Pandas",65517,1,presencial
2728,2024-06-07,MTY,DevOps,"AWS, Python",42133,1,remoto
2729,2024-02-20,CDMX,Backend,"Docker, AWS",41399,2,remoto
2730,2024-04-02,Querétaro,Data Engineer,"SQL, Python, AWS, Airflow",65778,1,presencial
2731,2024-06-12,CDMX,Frontend,"JavaScript, Docker",56150,1,remoto
2732,2024-02-18,CDMX,Data Engineer,"AWS, Airflow",34757,3,híbrido
2733,2024-04-18,GDL,Data Engineer,"Python, SQL",25452,1,remoto
2734,2024-01-26,CDMX,Backend,"Docker, Python, AWS",40977,1,presencial
2735,2024-05-27,MTY,DevOps,"AWS, Python",53567,4,híbrido
2736,2024-06-10,Querétaro,ML Engineer,"SQL, AWS",45209,1,híbrido
2737,2024-06-04,GDL,Backend,"AWS, Python, Docker",45619,1,remoto
2738,2024-06-03,Puebla,DevOps,"AWS, Python",56615,4,híbrido
2739,2024-01-07,CDMX,Data Analyst,"SQL, Tableau, Python",45702,2,híbrido
2740,2024-04-05,GDL,Data Engineer,"SQL, AWS",42281,3,presencial
2741,2024-05-24,MTY,Data Engineer,"SQL, Python",56461,2,híbrido
2742,2024-02-25,CDMX,ML Engineer,"Pandas, AWS, Python, SQL",64552,4,presencial
2743,2024-01-10,GDL,Frontend,"JavaScript, Docker",24400,1,remoto
2744,2024-03-14,CDMX,Frontend,"JavaScript, Docker",31431,3,remoto
2745,2024-06-09,MTY,Frontend,"JavaScript, Docker",31205,4,híbrido
2746,2024-06-14,GDL,Backend,"AWS, Java, Python, Docker",45796,1,presencial
2747,2024-01-26,GDL,Data Analyst,"Python, SQL, Power BI",27197,1,remoto
2748,2024-05-25,CDMX,DevOps,"AWS, Python",67916,2,remoto
2749,2024-01-21,Puebla,Backend,"Python, Docker, AWS",28516,5,remoto
2750,2024-06-24,GDL,Data Engineer,"AWS, SQL",47521,3,remoto
2751,2024-06-10,CDMX,Data Analyst,"Tableau, SQL",48097,4,remoto
2752,2024-04-27,MTY,Data Analyst,"Python, Tableau",37562,1,presencial
2753,2024-04-11,GDL,ML Engineer,"SQL, Pandas, Python",49462,1,híbrido
2754,2024-01-10,CDMX,Data Analyst,"Tableau, Power BI, Python, SQL",51785,3,híbrido
2755,2024-04-01,MTY,Data Engineer,"SQL, Airflow, AWS, Python",43332,3,remoto
2756,2024-02-16,Puebla,Backend,"Python, AWS",33665,2,híbrido
2757,2024-02-04,GDL,Frontend,"Docker, JavaScript",39038,2,híbrido
2758,2024-06-07,Querétaro,ML Engineer,"Pandas, SQL",49180,2,remoto
2759,2024-06-08,GDL,Data Engineer,"AWS, Python, Airflow, SQL",39617,3,híbrido
2760,2024-04-21,CDMX,Frontend,"JavaScript, Docker",58085,1,remoto
2761,2024-05-07,GDL,Backend,"Java, Docker",45077,1,híbrido
2762,2024-03-18,Puebla,Backend,"AWS, Docker, Java",36894,2,híbrido
2763,2024-01-07,CDMX,Frontend,"JavaScript, Docker",32868,3,presencial
2764,2024-02-25,Querétaro,ML Engineer,"SQL, Pandas, Python, AWS",53952,5,híbrido
2765,2024-03-07,CDMX,DevOps,"AWS, Python",50686,2,híbrido
2766,2024-03-11,MTY,ML Engineer,"Pandas, AWS, Python, SQL",61992,3,híbrido
2767,2024-06-12,MTY,Data Engineer,"SQL, AWS, Airflow",25224,3,remoto
2768,2024-05-09,CDMX,Data Analyst,"Python, Power BI",36144,2,presencial
2769,2024-04-04,MTY,Data Analyst,"Python, SQL, Power BI",39728,1,remoto
2770,2024-06-24,CDMX,Frontend,"JavaScript, Docker",33662,2,híbrido
2771,2024-05-01,MTY,Backend,"Python, Docker, Java",51170,2,híbrido
2772,2024-02-18,CDMX,Backend,"Python, Java, AWS",37192,1,remoto
2773,2024-04-24,Querétaro,Data Engineer,"AWS, Python, Airflow",50748,4,remoto
2774,2024-02-03,MTY,ML Engineer,"AWS, Pandas, Python",46028,1,presencial
2775,2024-03-01,CDMX,ML Engineer,"Python, Pandas, AWS",63803,4,remoto
2776,2024-06-26,CDMX,Backend,"Python, Docker, Java",44859,1,remoto
2777,2024-03-02,CDMX,Data Analyst,"Power BI, Python, Tableau",22903,3,remoto
2778,2024-03-10,CDMX,DevOps,"AWS, Python, Docker",31583,1,híbrido
2779,2024-02-16,Querétaro,Backend,"AWS, Docker, Java",36950,3,remoto
2780,2024-03-13,MTY,Data Analyst,"SQL, Python",17597,2,remoto
2781,2024-04-24,MTY,Frontend,"Docker, JavaScript",25898,2,remoto
2782,2024-05-13,CDMX,Data Engineer,"AWS, SQL",38161,1,presencial
2783,2024-02-22,CDMX,DevOps,"Docker, AWS, Python",71622,1,híbrido
2784,2024-02-09,CDMX,Data Analyst,"SQL, Python, Power BI",48149,3,remoto
2785,2024-03-22,CDMX,Backend,"Python, Docker, Java",51618,4,híbrido
2786,2024-03-24,CDMX,Data Analyst,"Power BI, SQL, Tableau",27643,5,híbrido
2787,2024-05-14,Querétaro,Backend,"Docker, Java",27897,1,remoto
2788,2024-01-13,GDL,Backend,"Docker, Python, Java",33625,5,híbrido
2789,2024-02-15,GDL,Data Analyst,"Python, Power BI, SQL",22631,2,híbrido
2790,2024-02-22,CDMX,Backend,"Docker, AWS, Java, Python",46691,4,remoto
2791,2024-06-02,CDMX,Data Analyst,"SQL, Tableau, Python",26616,1,remoto
2792,2024-02-18,CDMX,Backend,"AWS, Java, Docker, Python",32889,2,presencial
2793,2024-03-03,Puebla,Frontend,"JavaScript, Docker",33713,5,híbrido
